9.150694907906142817e+00,7.334481512892791599e+00,5.803915368235536221e+00,4.536409139540598545e+00,3.507528259062851816e+00,2.691251775688034087e+00,2.060345784631810062e+00,1.586842394587023364e+00,1.242600961913876034e+00,9.999126997132634642e-01,8.320988198363714616e-01,7.140495955896497549e-01,6.226586062152250634e-01,5.371215534963305061e-01,4.390885874710015457e-01,3.126782142133635034e-01,1.443755219599403006e-01,-7.715445786965702268e-02,-3.613059038811599066e-01,-7.157949689847526997e-01,-1.146923523987712912e+00,-1.659828371328675445e+00,-2.258707020948943267e+00,-2.947016498795246520e+00,-3.727645652502530993e+00,-4.603064212269472932e+00,-5.575453821986009473e+00,-6.646827821432406580e+00,-7.819148232873615711e+00,-9.094450773700273771e+00,-1.047499256438254633e+01
8.946904378018462722e+00,7.098205877055104196e+00,5.538411108321131593e+00,4.245107328728323637e+00,3.194019260309559627e+00,2.359271405130272115e+00,1.713762460203142268e+00,1.229644899086455467e+00,8.788865643011156692e-01,6.338754797889833981e-01,4.680181144756510037e-01,3.562785204965557284e-01,2.756126059220243008e-01,2.052669030463043498e-01,1.269307259584309122e-01,2.474974637980054126e-02,-1.147763132624959326e-01,-3.029810844685165705e-01,-5.492717382881870947e-01,-8.613930997076693075e-01,-1.245693144904766569e+00,-1.707374515522261049e+00,-2.250723372542182688e+00,-2.879312421293629853e+00,-3.596179130569613136e+00,-4.403983267489977038e+00,-5.305150309214170079e+00,-6.302009635718814451e+00,-7.396939352026283387e+00,-8.592534056981069313e+00,-9.891819194540858007e+00
8.751650089594878779e+00,6.871983271467382082e+00,5.284448122005798609e+00,3.966816400577478419e+00,2.894980182729312901e+00,2.043216057720588452e+00,1.384560890423909285e+00,8.912923125418288350e-01,5.354909008733450548e-01,2.896453565082239834e-01,1.272509933813452676e-01,2.334899928989386808e-02,-4.503926984156336744e-02,-9.861363061486372317e-02,-1.556431999125997834e-01,-2.319533307862968741e-01,-3.410287054167504550e-01,-4.942018485895651736e-01,-7.008948055454595760e-01,-9.688852235075273711e-01,-1.304574439251737772e+00,-1.713242446610326652e+00,-2.199281447317805060e+00,-2.766405414299974552e+00,-3.417837625550550484e+00,-4.156481761369995809e+00,-4.985085463641404147e+00,-5.906409019822579154e+00,-6.923417127694470707e+00,-8.039520039712982680e+00,-9.258903945601197449e+00
8.566103062581342797e+00,6.657180107944828507e+00,5.043577568636209207e+00,3.703261989774553342e+00,2.612300794641267743e+00,1.745128823478989233e+00,1.074925861364341984e+00,5.740983939225934307e-01,2.148426544481942813e-01,-3.024961879901866268e-02,-1.875923262318615059e-01,-2.820655458790461978e-01,-3.365812047407708008e-01,-3.717845817712550627e-01,-4.059028463914096108e-01,-4.547327147329554009e-01,-5.317446389243514204e-01,-6.482728703288280769e-01,-8.137592457628386455e-01,-1.036022096017486405e+00,-1.321528133101502078e+00,-1.675652594802905071e+00,-2.102919991059504667e+00,-2.607223894598089231e+00,-3.192029342037638884e+00,-3.860566011488014482e+00,-4.616025235486482359e+00,-5.461780297230745873e+00,-6.401659065876422972e+00,-7.440313236064092450e+00,-8.583751945254661564e+00
8.391444821349978156e+00,6.455168059102220468e+00,4.817348290176862946e+00,3.456157818166236240e+00,2.347847627523361069e+00,1.467016740598936053e+00,7.869919816433608162e-01,2.803114131461406089e-01,-8.071140600632986661e-02,-3.233808226149292864e-01,-4.740196818907946863e-01,-5.574295613738620148e-01,-5.964563817447867677e-01,-6.116921295653838797e-01,-6.213239583343970196e-01,-6.411228303409188811e-01,-6.845492119812597309e-01,-7.629452893398145363e-01,-8.857817331072048717e-01,-1.060930688214025253e+00,-1.294943280019797527e+00,-1.593317607208650344e+00,-1.960750666586999813e+00,-2.401374411819116261e+00,-2.918982346361058688e+00,-3.517259421888415005e+00,-4.200035836218081187e+00,-4.971596505466425953e+00,-5.837095098149450934e+00,-6.803147102437421267e+00,-7.878708893600563812e+00
8.228856441439418745e+00,6.267310539070166442e+00,4.607290241813110754e+00,3.227185654574530105e+00,2.103440134947287987e+00,1.210822920242275558e+00,5.228116324949390048e-01,1.207786997710869059e-02,-3.489469199615768957e-01,-5.874636862857975927e-01,-7.297055930241000965e-01,-8.003978203431216798e-01,-8.223230863688542058e-01,-8.160236703428189742e-01,-7.996512847388750345e-01,-7.889570711258002689e-01,-7.973993813389768093e-01,-8.363390176459475356e-01,-9.152902676669683046e-01,-1.042199884527416742e+00,-1.223733055588223095e+00,-1.465553529764491714e+00,-1.772593277358019748e+00,-2.149315008379510061e+00,-2.599979048899925260e+00,-3.128935711082995397e+00,-3.740977418397832821e+00,-4.441804161797762163e+00,-5.238683512603600434e+00,-6.141418130727686275e+00,-7.163737495935926347e+00
8.079506228241212895e+00,6.094948243949914968e+00,4.414897403911368201e+00,3.017975153704572477e+00,1.880827109272566133e+00,9.783993028071513720e-01,2.843239331476254961e-01,-2.285923663557554164e-01,-5.878005767427865180e-01,-8.204000120508219140e-01,-9.525371036380185785e-01,-1.008864626690275657e+00,-1.012107120573844554e+00,-9.827633474805921310e-01,-9.389572504111853846e-01,-8.964298512273387587e-01,-8.686499855983846885e-01,-8.670138925062538249e-01,-9.011025182754650587e-01,-9.789695083416170007e-01,-1.107440243360091614e+00,-1.292411208171472481e+00,-1.539148514405720647e+00,-1.852594550449417454e+00,-2.237703537790768138e+00,-2.699842252677889576e+00,-3.245314015427915422e+00,-3.882093658975900752e+00,-4.620890375252901805e+00,-5.476638056797170862e+00,-6.470291718365295708e+00
7.944535837245503274e+00,5.939383847866700705e+00,4.241610585484302476e+00,2.830084296405487976e+00,1.681664373192926831e+00,7.714813346491347090e-01,7.332625810929727095e-02,-4.398577374445942212e-01,-7.954049483886365124e-01,-1.020315858200063985e+00,-1.140654596289810030e+00,-1.181007449854462266e+00,-1.164048215913901174e+00,-1.110241335273769892e+00,-1.037694438216480108e+00,-9.621529995191444584e-01,-8.971153819198924850e-01,-8.540388660452293834e-01,-8.426064321361188547e-01,-8.710287093665449731e-01,-9.463637809795244493e-01,-1.074847940413484082e+00,-1.262242475129873753e+00,-1.514215737782031113e+00,-1.836797974114585230e+00,-2.236971064644954765e+00,-2.723486634976694631e+00,-3.308030182418008280e+00,-4.006801574423370482e+00,-4.842263296770958902e+00,-5.843833295475779011e+00
7.825044508269211718e+00,5.801865820275768471e+00,4.088800436195942467e+00,2.664981105516371684e+00,1.507494752431462359e+00,5.916658636733060916e-01,-1.085501487098241569e-01,-6.200717522765195611e-01,-9.701176222023981666e-01,-1.185593009793983299e+00,-1.292485569242607824e+00,-1.315323043414473148e+00,-1.276738675077954355e+00,-1.197175443053247079e+00,-1.094741018040338076e+00,-9.852065494173523064e-01,-8.821281998941579161e-01,-7.970630228109243376e-01,-7.398505352993645090e-01,-7.189369731604351443e-01,-7.417291225545312727e-01,-8.149777522908543403e-01,-9.452071106549979618e-01,-1.139228103896979150e+00,-1.404800517329324094e+00,-1.751542083151420570e+00,-2.192197972936781980e+00,-2.744295659108665575e+00,-3.431770225860912404e+00,-4.284981534790336610e+00,-5.336160098081414560e+00
7.722070926837574234e+00,5.683571106010663954e+00,3.957750752269266314e+00,2.524027100769089316e+00,1.359731149069968836e+00,4.403933755891387136e-01,-2.598591074218781216e-01,-7.678033055646267258e-01,-1.110543039183230718e+00,-1.314892449409168051e+00,-1.406769902238902858e+00,-1.410654813488470438e+00,-1.349153422990067241e+00,-1.242704884521550923e+00,-1.109440000859823527e+00,-9.651864049463014794e-01,-8.236001955440030997e-01,-6.963973688076912083e-01,-5.936592331913495002e-01,-5.241934437801418767e-01,-4.959452209745478513e-01,-5.164713616811233976e-01,-5.935136099149325162e-01,-7.357387061014684093e-01,-9.537450332255517083e-01,-1.261438458752813574e+00,-1.677736061717574501e+00,-2.227973353606198970e+00,-2.943069955502252810e+00,-3.853554020216165554e+00,-4.979037945984934765e+00
