-4.999979166716360217e-03,9.999875000260415314e-01
9.499877083588779969e-02,1.000487497942713189e+00
-1.049987291693205288e-01,9.994875021093698741e-01
1.949975208384919778e-01,1.000987495859384735e+00
-2.049974791719246792e-01,9.989875041926982169e-01
2.949962708410960865e-01,1.001487493776056503e+00
-3.049962291745287879e-01,9.984875062760266706e-01
3.949950208437003063e-01,1.001987491692728049e+00
-4.049949791771330077e-01,9.979875083593550134e-01
4.949937708463044150e-01,1.002487489609399818e+00
-5.049937291797371719e-01,9.974875104426833561e-01
5.949925208489085238e-01,1.002987487526071364e+00
-6.049924791823412251e-01,9.969875125260116988e-01
6.949912708515127990e-01,1.003487485442742910e+00
-7.049912291849455004e-01,9.964875146093400415e-01
7.949900208541169633e-01,1.003987483359414679e+00
-8.049899791875496646e-01,9.959875166926684953e-01
8.949887708567210165e-01,1.004487481276086225e+00
-9.049887291901537179e-01,9.954875187759968380e-01
9.949875208593251807e-01,1.004987479192757993e+00
-1.004987479192757993e+00,9.949875208593251807e-01
1.094986270861929345e+00,1.005487477109429539e+00
-1.104986229195362046e+00,9.944875229426535235e-01
1.194985020864533398e+00,1.005987475026101086e+00
-1.204984979197966100e+00,9.939875250259818662e-01
1.294983770867137673e+00,1.006487472942772854e+00
-1.304983729200570375e+00,9.934875271093102089e-01
1.394982520869741949e+00,1.006987470859444400e+00
-1.404982479203174650e+00,9.929875291926386627e-01
1.494981270872346002e+00,1.007487468776116168e+00
-1.504981229205778703e+00,9.924875312759670054e-01
1.594980020874950277e+00,1.007987466692787715e+00
-1.604979979208382979e+00,9.919875333592953481e-01
1.694978770877554108e+00,1.008487464609459261e+00
-1.704978729210986810e+00,9.914875354426236909e-01
1.794977520880158384e+00,1.008987462526131029e+00
-1.804977479213591085e+00,9.909875375259520336e-01
1.894976270882762659e+00,1.009487460442802575e+00
-1.904976229216195360e+00,9.904875396092804873e-01
1.994975020885366712e+00,1.009987458359474344e+00
-2.004974979218799636e+00,9.899875416926088301e-01
-1.499943750628430876e-02,9.998875021093598381e-01
8.498931270465168164e-02,1.001387445859988290e+00
-1.149881877172203026e-01,9.983875583587313862e-01
1.849780629155876877e-01,1.002887389610616742e+00
-2.149769379281562809e-01,9.968876146081029344e-01
2.849668131265236659e-01,1.004387333361245194e+00
-3.149656881390922591e-01,9.953876708574745935e-01
3.849555633374596719e-01,1.005887277111873646e+00
-4.149544383500282652e-01,9.938877271068461416e-01
4.849443135483956224e-01,1.007387220862502097e+00
-5.149431885609642157e-01,9.923877833562176898e-01
5.849330637593316284e-01,1.008887164613130327e+00
-6.149319387719002217e-01,9.908878396055892379e-01
6.849218139702676345e-01,1.010387108363758779e+00
-7.149206889828362277e-01,9.893878958549607860e-01
7.849105641812036405e-01,1.011887052114387231e+00
-8.149094391937722337e-01,9.878879521043324452e-01
8.848993143921395355e-01,1.013386995865015683e+00
-9.148981894047081287e-01,9.863880083537039933e-01
9.848880646030755415e-01,1.014886939615644135e+00
