1.397607421875000000e+01,1.343374633789062500e+01,1.293536376953125000e+01,1.250552368164062500e+01,1.217832946777343750e+01,1.199430847167968750e+01,1.198387145996093750e+01,1.214353942871093750e+01,1.243441772460937500e+01,1.280523681640625000e+01,1.321084594726562500e+01,1.361579895019531250e+01,1.399157714843750000e+01,1.431301879882812500e+01,1.455740356445312500e+01,1.470443725585937500e+01
9.189056396484375000e+00,8.670028686523437500e+00,8.183685302734375000e+00,7.749221801757812500e+00,7.393981933593750000e+00,7.155487060546875000e+00,7.075729370117187500e+00,7.179046630859375000e+00,7.449615478515625000e+00,7.837677001953125000e+00,8.286026000976562500e+00,8.745880126953125000e+00,9.177947998046875000e+00,9.549621582031250000e+00,9.833343505859375000e+00,1.000704956054687500e+01
5.801025390625000000e+00,5.335083007812500000e+00,4.892395019531250000e+00,4.487670898437500000e+00,4.141540527343750000e+00,3.884216308593750000e+00,3.756408691406250000e+00,3.799713134765625000e+00,4.029602050781250000e+00,4.415649414062500000e+00,4.897125244140625000e+00,5.410781860351562500e+00,5.903472900390625000e+00,6.332672119140625000e+00,6.664794921875000000e+00,6.876190185546875000e+00
3.480712890625000000e+00,3.096740722656250000e+00,2.728149414062500000e+00,2.386199951171875000e+00,2.085968017578125000e+00,1.849334716796875000e+00,1.709197998046875000e+00,1.709320068359375000e+00,1.888366699218750000e+00,2.248901367187500000e+00,2.744232177734375000e+00,3.302703857421875000e+00,3.855468750000000000e+00,4.347106933593750000e+00,4.736694335937500000e+00,4.998458862304687500e+00
1.904724121093750000e+00,1.628234863281250000e+00,1.360748291015625000e+00,1.110809326171875000e+00,8.890075683593750000e-01,7.100219726562500000e-01,5.971069335937500000e-01,5.862426757812500000e-01,7.229309082031250000e-01,1.038970947265625000e+00,1.519897460937500000e+00,2.102203369140625000e+00,2.705291748046875000e+00,3.258605957031250000e+00,3.711853027343750000e+00,4.036087036132812500e+00
7.840881347656250000e-01,6.348876953125000000e-01,4.896545410156250000e-01,3.547973632812500000e-01,2.372436523437500000e-01,1.458740234375000000e-01,9.503173828125000000e-02,1.095581054687500000e-01,2.283020019531250000e-01,4.957885742187500000e-01,9.323425292968750000e-01,1.504028320312500000e+00,2.133148193359375000e+00,2.736907958984375000e+00,3.253570556640625000e+00,3.648834228515625000e+00
-1.137084960937500000e-01,-1.230773925781250000e-01,-1.323242187500000000e-01,-1.369934082031250000e-01,-1.328735351562500000e-01,-1.158447265625000000e-01,-7.910156250000000000e-02,-8.636474609375000000e-03,1.220703125000000000e-01,3.533325195312500000e-01,7.254943847656250000e-01,1.244171142578125000e+00,1.858459472656250000e+00,2.485870361328125000e+00,3.054260253906250000e+00,3.521087646484375000e+00
-9.536437988281250000e-01,-8.179931640625000000e-01,-6.853942871093750000e-01,-5.527648925781250000e-01,-4.183044433593750000e-01,-2.818908691406250000e-01,-1.428527832031250000e-01,3.448486328125000000e-03,1.705627441406250000e-01,3.860778808593750000e-01,6.907043457031250000e-01,1.119445800781250000e+00,1.665618896484375000e+00,2.271484375000000000e+00,2.863983154296875000e+00,3.390747070312500000e+00
-1.834381103515625000e+00,-1.555114746093750000e+00,-1.281433105468750000e+00,-1.011657714843750000e+00,-7.461853027343750000e-01,-4.881286621093750000e-01,-2.421264648437500000e-01,-1.135253906250000000e-02,2.061767578125000000e-01,4.234619140625000000e-01,6.698913574218750000e-01,9.891967773437500000e-01,1.415740966796875000e+00,1.940307617187500000e+00,2.510681152343750000e+00,3.069580078125000000e+00
-2.799560546875000000e+00,-2.382690429687500000e+00,-1.973937988281250000e+00,-1.572784423828125000e+00,-1.181671142578125000e+00,-8.067932128906250000e-01,-4.572448730468750000e-01,-1.431274414062500000e-01,1.279907226562500000e-01,3.559265136718750000e-01,5.555725097656250000e-01,7.643737792968750000e-01,1.038146972656250000e+00,1.420471191406250000e+00,1.906585693359375000e+00,2.451477050781250000e+00
