1.600000000000000000e+01,1.437500000000000000e+01,1.300000000000000000e+01,1.187500000000000000e+01,1.100000000000000000e+01,1.037500000000000000e+01,1.000000000000000000e+01,9.875000000000000000e+00,1.000000000000000000e+01,1.037500000000000000e+01,1.100000000000000000e+01,1.187500000000000000e+01,1.300000000000000000e+01,1.437500000000000000e+01,1.600000000000000000e+01,1.787500000000000000e+01
1.210937500000000000e+01,1.071875000000000000e+01,9.546875000000000000e+00,8.593750000000000000e+00,7.859375000000000000e+00,7.343750000000000000e+00,7.046875000000000000e+00,6.968750000000000000e+00,7.109375000000000000e+00,7.468750000000000000e+00,8.046875000000000000e+00,8.843750000000000000e+00,9.859375000000000000e+00,1.109375000000000000e+01,1.254687500000000000e+01,1.421875000000000000e+01
8.875000000000000000e+00,7.718750000000000000e+00,6.750000000000000000e+00,5.968750000000000000e+00,5.375000000000000000e+00,4.968750000000000000e+00,4.750000000000000000e+00,4.718750000000000000e+00,4.875000000000000000e+00,5.218750000000000000e+00,5.750000000000000000e+00,6.468750000000000000e+00,7.375000000000000000e+00,8.468750000000000000e+00,9.750000000000000000e+00,1.121875000000000000e+01
6.203125000000000000e+00,5.281250000000000000e+00,4.515625000000000000e+00,3.906250000000000000e+00,3.453125000000000000e+00,3.156250000000000000e+00,3.015625000000000000e+00,3.031250000000000000e+00,3.203125000000000000e+00,3.531250000000000000e+00,4.015625000000000000e+00,4.656250000000000000e+00,5.453125000000000000e+00,6.406250000000000000e+00,7.515625000000000000e+00,8.781250000000000000e+00
4.000000000000000000e+00,3.312500000000000000e+00,2.750000000000000000e+00,2.312500000000000000e+00,2.000000000000000000e+00,1.812500000000000000e+00,1.750000000000000000e+00,1.812500000000000000e+00,2.000000000000000000e+00,2.312500000000000000e+00,2.750000000000000000e+00,3.312500000000000000e+00,4.000000000000000000e+00,4.812500000000000000e+00,5.750000000000000000e+00,6.812500000000000000e+00
2.171875000000000000e+00,1.718750000000000000e+00,1.359375000000000000e+00,1.093750000000000000e+00,9.218750000000000000e-01,8.437500000000000000e-01,8.593750000000000000e-01,9.687500000000000000e-01,1.171875000000000000e+00,1.468750000000000000e+00,1.859375000000000000e+00,2.343750000000000000e+00,2.921875000000000000e+00,3.593750000000000000e+00,4.359375000000000000e+00,5.218750000000000000e+00
6.250000000000000000e-01,4.062500000000000000e-01,2.500000000000000000e-01,1.562500000000000000e-01,1.250000000000000000e-01,1.562500000000000000e-01,2.500000000000000000e-01,4.062500000000000000e-01,6.250000000000000000e-01,9.062500000000000000e-01,1.250000000000000000e+00,1.656250000000000000e+00,2.125000000000000000e+00,2.656250000000000000e+00,3.250000000000000000e+00,3.906250000000000000e+00
-7.343750000000000000e-01,-7.187500000000000000e-01,-6.718750000000000000e-01,-5.937500000000000000e-01,-4.843750000000000000e-01,-3.437500000000000000e-01,-1.718750000000000000e-01,3.125000000000000000e-02,2.656250000000000000e-01,5.312500000000000000e-01,8.281250000000000000e-01,1.156250000000000000e+00,1.515625000000000000e+00,1.906250000000000000e+00,2.328125000000000000e+00,2.781250000000000000e+00
-2.000000000000000000e+00,-1.750000000000000000e+00,-1.500000000000000000e+00,-1.250000000000000000e+00,-1.000000000000000000e+00,-7.500000000000000000e-01,-5.000000000000000000e-01,-2.500000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,5.000000000000000000e-01,7.500000000000000000e-01,1.000000000000000000e+00,1.250000000000000000e+00,1.500000000000000000e+00,1.750000000000000000e+00
-3.265625000000000000e+00,-2.781250000000000000e+00,-2.328125000000000000e+00,-1.906250000000000000e+00,-1.515625000000000000e+00,-1.156250000000000000e+00,-8.281250000000000000e-01,-5.312500000000000000e-01,-2.656250000000000000e-01,-3.125000000000000000e-02,1.718750000000000000e-01,3.437500000000000000e-01,4.843750000000000000e-01,5.937500000000000000e-01,6.718750000000000000e-01,7.187500000000000000e-01
-4.625000000000000000e+00,-3.906250000000000000e+00,-3.250000000000000000e+00,-2.656250000000000000e+00,-2.125000000000000000e+00,-1.656250000000000000e+00,-1.250000000000000000e+00,-9.062500000000000000e-01,-6.250000000000000000e-01,-4.062500000000000000e-01,-2.500000000000000000e-01,-1.562500000000000000e-01,-1.250000000000000000e-01,-1.562500000000000000e-01,-2.500000000000000000e-01,-4.062500000000000000e-01
-6.171875000000000000e+00,-5.218750000000000000e+00,-4.359375000000000000e+00,-3.593750000000000000e+00,-2.921875000000000000e+00,-2.343750000000000000e+00,-1.859375000000000000e+00,-1.468750000000000000e+00,-1.171875000000000000e+00,-9.687500000000000000e-01,-8.593750000000000000e-01,-8.437500000000000000e-01,-9.218750000000000000e-01,-1.093750000000000000e+00,-1.359375000000000000e+00,-1.718750000000000000e+00
-8.000000000000000000e+00,-6.812500000000000000e+00,-5.750000000000000000e+00,-4.812500000000000000e+00,-4.000000000000000000e+00,-3.312500000000000000e+00,-2.750000000000000000e+00,-2.312500000000000000e+00,-2.000000000000000000e+00,-1.812500000000000000e+00,-1.750000000000000000e+00,-1.812500000000000000e+00,-2.000000000000000000e+00,-2.312500000000000000e+00,-2.750000000000000000e+00,-3.312500000000000000e+00
-1.020312500000000000e+01,-8.781250000000000000e+00,-7.515625000000000000e+00,-6.406250000000000000e+00,-5.453125000000000000e+00,-4.656250000000000000e+00,-4.015625000000000000e+00,-3.531250000000000000e+00,-3.203125000000000000e+00,-3.031250000000000000e+00,-3.015625000000000000e+00,-3.156250000000000000e+00,-3.453125000000000000e+00,-3.906250000000000000e+00,-4.515625000000000000e+00,-5.281250000000000000e+00
-1.287500000000000000e+01,-1.121875000000000000e+01,-9.750000000000000000e+00,-8.468750000000000000e+00,-7.375000000000000000e+00,-6.468750000000000000e+00,-5.750000000000000000e+00,-5.218750000000000000e+00,-4.875000000000000000e+00,-4.718750000000000000e+00,-4.750000000000000000e+00,-4.968750000000000000e+00,-5.375000000000000000e+00,-5.968750000000000000e+00,-6.750000000000000000e+00,-7.718750000000000000e+00
-1.610937500000000000e+01,-1.421875000000000000e+01,-1.254687500000000000e+01,-1.109375000000000000e+01,-9.859375000000000000e+00,-8.843750000000000000e+00,-8.046875000000000000e+00,-7.468750000000000000e+00,-7.109375000000000000e+00,-6.968750000000000000e+00,-7.046875000000000000e+00,-7.343750000000000000e+00,-7.859375000000000000e+00,-8.593750000000000000e+00,-9.546875000000000000e+00,-1.071875000000000000e+01
