3.000000000000000000e+00,2.000000000000000000e+00
2.990000124999739661e+00,1.999950000208332801e+00
3.009999875000260339e+00,2.000049999791666977e+00
2.980000249999479323e+00,1.999900000416665602e+00
3.019999750000520677e+00,2.000099999583334398e+00
2.970000374999218540e+00,1.999850000624998403e+00
3.029999625000781460e+00,2.000149999375001375e+00
2.960000499998958201e+00,1.999800000833331426e+00
3.039999500001041799e+00,2.000199999166668796e+00
2.950000624998697862e+00,1.999750001041664227e+00
3.049999375001302138e+00,2.000249998958335773e+00
2.999950000416665041e+00,2.009999833334166652e+00
2.989951125395571285e+00,2.009849838959103963e+00
3.009948875437758797e+00,2.010149827709229342e+00
2.979952250374477973e+00,2.009699844584040829e+00
3.019947750458852109e+00,2.010299822084292476e+00
2.969953375353384217e+00,2.009549850208978139e+00
3.029946625479945865e+00,2.010449816459355166e+00
2.959954500332290461e+00,2.009399855833915449e+00
3.039945500501039621e+00,2.010599810834417855e+00
2.949955625311197149e+00,2.009249861458852315e+00
3.049944375522132933e+00,2.010749805209480989e+00
2.999800006666577978e+00,2.019998666693333167e+00
2.989803131503820932e+00,2.019748692734185891e+00
3.009796881829335025e+00,2.020248640652480443e+00
2.979806256341063886e+00,2.019498718775039059e+00
3.019793756992092071e+00,2.020498614611627275e+00
2.969809381178306840e+00,2.019248744815891783e+00
3.029790632154849117e+00,2.020748588570774551e+00
2.959812506015549793e+00,2.018998770856744951e+00
3.039787507317606163e+00,2.020998562529921383e+00
2.949815630852792747e+00,2.018748796897597675e+00
3.049784382480363210e+00,2.021248536489068659e+00
2.999550033748987765e+00,2.029995500202495862e+00
2.989556158123753082e+00,2.029645571656452319e+00
3.009543909374222448e+00,2.030345428748539405e+00
2.979562282498517956e+00,2.029295643110408776e+00
3.019537784999457575e+00,2.030695357294582948e+00
2.969568406873283273e+00,2.028945714564364788e+00
3.029531660624692257e+00,2.031045285840626935e+00
2.959574531248048146e+00,2.028595786018321245e+00
3.039525536249927384e+00,2.031395214386670478e+00
2.949580655622813463e+00,2.028245857472277702e+00
3.049519411875162067e+00,2.031745142932714021e+00
2.999200106660977916e+00,2.039989334186634196e+00
2.989210229952499631e+00,2.039539486046257455e+00
